geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
abw;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.99;;;;;;;;;;;;;;;;23.24;;;28.86;;;;;;;
afg;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0487;;;;2.9327;;;;;
ago;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.3108;;;;;;;16.714000000000002;;;;;;
aia;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.33;;;;;;;;;;;;;;;;
alb;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.5813;27.0624;26.9777;30.5003;22.6626;29.2525;31.237;39.05;39.79574;;
ant;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.24;44.06;46.31;;;;;;;;;28.79;29.33;33.85;34.45;;27.21;;;;36.78;43.98;37.83;24.81;26.31;24.79;;24.72;;;;;;
are;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.03;;;12.1;;;;;;;;6.04;7.6979999999999995
arg;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.33;;;;;;;;;;;;;29.3229;26.0303;23.6591;;18.8365;21.1653;18.6504;18.5182;18.4877;19.4013;18.3064;;;22.64
arm;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.58;;40.88;38.8506;39.2257;35.36;36.0517;36.9945;31.954;36.323;
asm;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.96;;;;;;;;;;;;;;;;;;;;;;;;;;;
atg;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.84;;;;;;;;;;;;;;;;
aus;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.9762;12.5255;11.4204;13.8474;18.3022;16.7728;15.1535;15.0457;14.9327;13.4142;11.1549;13.0198;17.4871;19.2835;18.5448;16.8803;15.2036;15.6513;15.8534;14.4687;13.1217;12.0946;13.4821;12.802;11.9664;11.3733;10.6227;10.0316;9.366;8.8174;11.4622;11.5528;11.378;11.7299;12.2191;13.3051;13.1059;12.6422;12.6027
aut;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.21;6.14;5.1;4.29;3.95;4.99;4.57;4.13;3.8;6.89;4.13;4.66;4.963;5.9146;6.8512;7.5736;7.504;5.9306;6.3022;6.0261;7.1585;7.454;12.1242;11.0011;9.7943;9.4263;8.5145;10.6765;9.4746;8.9437;9.3989;9.6723;10.2809;10.5866;11.2477;9.8035
aze;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.43;;;;;;;;14.04;14.44;13.91;14.92;14.71;14.16;13.75;13.54;13.42;13.07;12.89
bdi;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;;;;;;;;;;;;;;;;;;;;;;;;2.94;;;49.0
bel;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.9081;25.2055;23.5441;21.0684;21.4108;18.0659;15.491;14.4651;13.9776;13.2176;18.4599;21.846999999999998;21.5107;20.4744;21.2565;20.383;22.5711;15.2478;15.3328;15.6518;18.9838;17.5028;21.4817;20.5118;18.8418;17.9716;21.9442;22.3989;18.7333;19.7502;23.7021;23.2302;22.1316;20.1232;19.250999999999998
ben;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.27;;;;;;;;;;;;;;;;0.82;;;;;;;;2.38;5.6285;;;;;;
bfa;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.81;;;;;;;;8.6925;;;
bgd;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.2;;;2.54;;;;;;;7.02;;;;10.73;;;6.63;;;7.6011;;;;6.3561;;;9.876;;;11.37;12.7627
bgr;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.3304;39.2555;35.6051;27.0728;24.4723;22.3459;19.5142;15.1167;12.7281;16.1566;21.9188;25.026999999999997;28.0935;28.3608;23.7748;21.6457;17.2221;12.9259
bhr;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.37;;;;;;;;;;20.1;;;;;;;;;5.03;5.62;5.3;;;;;
bhs;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.61;;;;;;;;15.73;;;;;24.05;;20.18;;18.9;17.11;26.2;;27.54;;;;;;
bih;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;62.66;62.32;54.31;43.46
blr;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.72;
blz;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.03;;;18.93;17.69;
bmu;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.73;;;;;;;;;21.07;16.32;;35.69;21.65;29.28;;;
bol;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.36;20.71;;20.18;19.16;;3.39;;;6.06;;;;;;;;;;9.322000000000001;8.4585;10.8815;5.6978;5.0646;;5.2029;3.332;5.4977;4.7251;6.9347;6.3012;7.6696
bra;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.76;;;;;11.915999999999999;13.0652;14.9369;17.7854;18.8818;;18.1268;18.2598;19.262999999999998;18.2092;19.5406;17.942;16.9516;15.6862;18.0134;16.046;15.6108;16.1194;15.9604;15.8328;19.9093;27.2467;29.2052
brb;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.56;;;35.44;36.49;32.54;25.53;30.67;33.46;42.19;;;37.77;;30.04;;;;;;26.21;;;;;;24.4;26.06;;;29.61;33.77;32.43;29.61;
brn;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.399;;;28.8908
btn;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.19;;;;12.95;9.21;9.35;7.28;9.55;9.39;10.73;;
bwa;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37.77;;;;;;25.61;;;;;37.94;;;;;;;;;;32.62;;;33.4188;35.99;;;;;;;
can;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.3916;13.821;14.0255;12.6745;12.8252;12.777000000000001;18.2396;19.2464;17.3666;15.7742;14.6557;13.2138;11.4961;10.9489;12.3493;15.8451;17.2249;17.1926;15.8978;14.8358;15.4068;16.26;15.1451;14.0569;12.6742;12.8737;13.6252;13.6323;13.4513;12.3985;11.6585;11.1899;11.6105;15.3526;14.9122;14.2678;14.4392;13.7365;13.4754;13.1924;13.1032;11.6245
che;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.24;3.193;4.534;6.385;5.977;5.45;4.937;6.4488;6.0712;6.1641;4.9993;5.6254;5.5856;8.4975;7.7089;8.7615;7.702999999999999;7.1288;7.0187;8.4837;8.2209;7.6996;8.3296;8.7454;8.5995;8.8174;8.5836;8.0669
chl;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.75;25.22;;17.3;;14.33;13.22;16.4531;12.7;12.9682;10.95;15.558;11.5;18.208;17.836;18.097;25.66;25.054000000000002;24.781;25.225;24.97;24.558000000000003;23.415;22.076;21.535;23.691;26.68;19.0025;17.8792;16.7009;16.6184;16.9714;16.0477;15.9817;17.1853
civ;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.7466;6.4975;;;3.8843;
cmr;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.5929;;;6.38;;;;6.2861;;;
cod;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.7552;;;;;;;8.6834;;;;;
cog;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.0387;;;;;;;;;;;;
cok;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.87;;;;;;;;;;;;;;;;;;;;15.49;;;;;;
col;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.4;16.97;;;;;15.4;6.67;;;18.7;;;;;27.589000000000002;28.401999999999997;26.531999999999996;26.304000000000002;23.761;;22.195999999999998;22.805999999999997;23.546;21.8982;20.5002;19.3032;18.2227;17.6431;16.637;17.5007;17.8029
com;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.9992;;;;;;;;;;;;;
cpv;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.23;;;;;;;;;;;;;;;;;;;;;;;;;62.023999999999994;;
cri;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.314;10.880999999999998;7.555;8.201;8.172;11.373;12.172;11.718;11.794;13.434000000000001;10.970999999999998;13.245;14.095;14.491;14.213;14.962;13.773;10.75;10.787;17.636;16.9766;22.2348;22.5899;21.5861;24.3633;22.3073;21.5444;20.6323
cub;aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.51;6.08;;;;;;;
