geo;indicator;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
afg;males_aged_15_64_labour_force_participation_rate_percent;88.462;88.44200000000001;88.40899999999999;88.361;88.301;88.234;88.219;88.22;88.23299999999999;88.25299999999999;88.27600000000001;88.36399999999999;88.47;88.585;88.7;88.807;88.73700000000001;88.65700000000001;88.566;88.462;88.351;88.334;88.338;88.368;88.429;88.51899999999999;88.54799999999999;88.55799999999999;88.575;88.598;88.625;88.67200000000001;88.723;88.781;88.854;88.946;89.069;89.208;89.35;89.479;89.584
ago;males_aged_15_64_labour_force_participation_rate_percent;81.566;81.645;81.62100000000001;81.675;81.446;81.16199999999999;81.119;81.056;80.959;80.85300000000001;80.727;80.763;80.835;80.775;80.667;80.50399999999999;80.508;80.444;80.413;80.462;80.47399999999999;80.58;80.604;80.55;80.456;80.316;80.205;80.123;80.03;79.932;79.834;79.737;79.641;79.554;79.486;79.443;79.422;79.421;79.437;79.465;79.503
alb;males_aged_15_64_labour_force_participation_rate_percent;77.634;77.55;77.49;77.648;77.616;77.417;77.666;77.998;78.214;78.285;78.321;78.07300000000001;77.832;76.819;75.747;74.653;73.766;72.947;72.172;73.016;71.759;72.916;74.035;70.71;72.533;74.296;74.404;74.513;74.685;74.89699999999999;75.128;75.40899999999999;75.71300000000001;76.008;76.245;76.392;76.476;76.449;76.332;76.169;75.998
are;males_aged_15_64_labour_force_participation_rate_percent;91.056;91.064;91.37899999999999;91.985;92.484;92.95100000000001;92.14200000000001;91.696;91.66;91.944;92.346;91.486;91.28299999999999;91.61;92.304;93.15799999999999;92.081;91.82;92.064;92.65700000000001;93.74799999999999;93.605;93.488;93.50200000000001;93.7;94.01899999999999;93.318;92.76899999999999;92.48899999999999;92.458;92.588;91.82799999999999;91.235;90.881;90.792;90.90799999999999;90.31;89.87700000000001;89.65899999999999;89.671;89.855
arg;males_aged_15_64_labour_force_participation_rate_percent;81.807;81.846;81.831;81.684;81.605;81.417;81.457;81.622;81.755;81.796;81.87100000000001;81.852;81.685;81.90100000000001;82.09700000000001;81.885;81.96700000000001;81.578;81.166;81.191;80.80199999999999;81.199;81.02600000000001;80.84;80.158;80.17699999999999;80.214;80.176;80.125;80.074;80.032;79.99600000000001;79.968;79.944;79.916;79.881;79.83800000000001;79.791;79.741;79.692;79.646
arm;males_aged_15_64_labour_force_participation_rate_percent;72.714;72.92;73.05199999999999;73.09899999999999;73.047;72.881;72.539;72.12899999999999;71.675;71.208;70.757;70.586;70.469;70.417;70.452;70.582;70.84100000000001;71.171;71.465;72.009;76.437;75.638;75.308;75.416;75.725;75.07600000000001;75.32600000000001;75.693;75.999;76.238;76.406;76.52199999999999;76.563;76.553;76.531;76.527;76.562;76.62;76.709;76.833;76.99600000000001
aus;males_aged_15_64_labour_force_participation_rate_percent;85.07;84.20100000000001;83.75200000000001;83.43700000000001;83.556;83.86;83.76100000000001;83.169;82.95200000000001;82.598;82.443;82.3;82.25200000000001;82.04299999999999;82.06700000000001;82.656;82.714;82.90899999999999;82.965;82.50200000000001;82.81;82.75299999999999;82.382;82.322;82.132;82.75399999999999;82.405;82.449;82.478;82.493;82.495;82.475;82.435;82.38799999999999;82.348;82.32600000000001;82.31200000000001;82.315;82.32799999999999;82.338;82.338
aut;males_aged_15_64_labour_force_participation_rate_percent;80.16199999999999;80.402;80.607;80.458;80.515;80.711;80.27600000000001;79.72800000000001;79.80199999999999;80.054;79.82;78.915;79.568;79.65100000000001;76.207;77.789;78.278;79.39399999999999;79.611;79.726;79.902;79.994;80.313;80.429;79.925;80.029;80.668;80.583;80.464;80.334;80.209;80.074;79.939;79.812;79.702;79.615;79.538;79.482;79.452;79.458;79.50399999999999
aze;males_aged_15_64_labour_force_participation_rate_percent;73.193;73.447;74.361;75.009;75.286;75.33800000000001;75.419;75.45;75.43;75.361;74.492;73.653;72.85600000000001;72.096;71.36;70.646;69.955;69.294;69.797;70.312;70.84;71.331;71.58;72.017;72.502;72.781;73.993;73.90899999999999;73.808;73.697;73.575;73.445;73.303;73.142;72.94800000000001;72.717;72.44800000000001;72.127;71.789;71.492;71.273
bdi;males_aged_15_64_labour_force_participation_rate_percent;91.104;90.64200000000001;90.07600000000001;89.41;88.66;87.836;87.117;86.32700000000001;85.459;84.63799999999999;83.771;83.06299999999999;82.402;81.795;81.247;80.755;80.298;79.866;79.455;79.072;78.723;78.27600000000001;77.863;77.47;77.07600000000001;77.47399999999999;77.82300000000001;77.876;77.898;77.863;77.758;77.581;77.346;77.071;76.785;76.508;76.23100000000001;75.965;75.717;75.501;75.322
bel;males_aged_15_64_labour_force_participation_rate_percent;71.27199999999999;71.861;71.65;71.24;72.07600000000001;72.391;72.331;72.288;72.529;73.104;73.81;72.62;72.52;72.383;72.57;73.921;73.528;73.881;73.542;72.959;73.525;72.27199999999999;72.399;72.696;72.487;72.293;72.46600000000001;72.405;72.33;72.244;72.149;72.017;71.862;71.69800000000001;71.55199999999999;71.438;71.344;71.28399999999999;71.252;71.238;71.234
ben;males_aged_15_64_labour_force_participation_rate_percent;89.60700000000001;89.61200000000001;89.55799999999999;88.71600000000001;87.83;86.899;85.899;84.846;83.74;82.584;81.38;80.135;78.85;78.19800000000001;77.521;76.825;76.105;75.368;74.622;73.876;73.139;74.027;73.93;73.782;73.631;73.524;73.442;73.442;73.44800000000001;73.455;73.461;73.467;73.47399999999999;73.482;73.492;73.506;73.524;73.546;73.57300000000001;73.609;73.657
bfa;males_aged_15_64_labour_force_participation_rate_percent;91.715;91.74600000000001;91.48100000000001;91.195;90.9;90.59;90.289;89.98299999999999;89.667;89.34700000000001;89.03;88.727;88.42399999999999;88.10799999999999;87.786;87.445;87.115;86.083;84.97399999999999;83.78200000000001;82.50399999999999;81.153;79.707;78.15899999999999;76.50399999999999;76.375;76.249;76.12;75.984;75.842;75.695;75.561;75.423;75.285;75.153;75.03;74.92699999999999;74.832;74.744;74.661;74.582
bgd;males_aged_15_64_labour_force_participation_rate_percent;89.706;89.609;89.524;89.45299999999999;89.398;89.36;89.214;89.09100000000001;88.979;88.865;88.74;88.602;88.46799999999999;88.33200000000001;88.191;88.046;87.86;87.336;86.795;86.23200000000001;85.64299999999999;85.06200000000001;84.47;83.86;83.23;82.581;81.93299999999999;81.939;81.941;81.947;81.962;81.99799999999999;82.04700000000001;82.103;82.155;82.2;82.24700000000001;82.289;82.323;82.348;82.363
bgr;males_aged_15_64_labour_force_participation_rate_percent;71.442;71.51899999999999;71.577;70.967;70.35600000000001;69.76;69.236;68.72399999999999;68.173;67.507;66.685;67.96;67.15;66.368;67.482;67.377;69.411;71.383;73.601;72.762;71.197;69.954;70.944;72.194;72.96;73.266;72.843;73.109;73.296;73.413;73.465;73.45;73.36;73.222;73.085;72.977;72.902;72.868;72.865;72.87;72.866
bhr;males_aged_15_64_labour_force_participation_rate_percent;89.671;89.021;88.822;88.846;89.03299999999999;89.26700000000001;88.67200000000001;88.20299999999999;87.96600000000001;87.977;88.15100000000001;87.26700000000001;86.679;86.6;86.875;87.303;86.92;86.93700000000001;87.26299999999999;87.76899999999999;88.29700000000001;87.596;87.86200000000001;88.052;88.177;88.14299999999999;88.095;88.09;88.197;88.415;88.735;88.09;87.71600000000001;87.565;87.572;87.649;87.05;86.56200000000001;86.225;86.069;86.054
