geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
abw;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.95;;;;;;;;;;;;;;;;22.9;;;27.52;;;;;;;
afg;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.9516;;;;4.5193;;;;;
ago;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.3373;;;;;;;16.6201;;;;;;
aia;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.57;;;;;;;;;;;;;;;;
alb;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.943;27.2953;27.9588;31.8365;19.4664;23.3485;27.0661;32.55;40.84653;;
ant;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.96;50.12;50.68;;;;;;;;;32.04;36.89;35.92;38.98;;29.96;;;;39.0;50.42;45.61;27.47;29.52;27.94;;32.0;;;;;;
are;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.92;;;21.77;;;;;;;;9.48;13.5106
arg;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.2;;;;;;;;;;;;;34.3772;30.6436;29.1471;;22.2232;24.6888;21.9877;21.8132;25.2806;26.4634;22.7932;;;26.8972
arm;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.35;;47.15;47.9566;44.9179;40.65;41.4642;44.5341;36.6989;45.7002;
asm;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.12;;;;;;;;;;;;;;;;;;;;;;;;;;;
atg;females_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.55;;;;;;;;;;;;;;;;
