geo;indicator;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
afg;females_aged_15plus_labour_force_participation_rate_percent;14.785;14.850999999999999;14.909;14.917;14.912;14.966;14.804;14.662;14.574000000000002;14.532;14.509;14.815999999999999;15.177;15.533;15.847000000000001;16.111;15.655;15.220999999999998;14.877;14.694;14.709000000000001;15.258;15.992;16.859;17.785999999999998;18.717;19.419;19.473;19.525;19.574;19.62;19.665;19.708;19.746;19.78;19.81;19.839000000000002;19.864;19.885;19.902;19.916
ago;females_aged_15plus_labour_force_participation_rate_percent;75.15100000000001;75.10600000000001;74.994;74.762;74.691;74.664;74.7;74.72399999999999;74.742;74.74;74.732;74.76;74.722;74.735;74.77600000000001;74.854;74.986;75.115;75.205;75.245;75.283;75.343;75.393;75.432;75.436;75.402;75.334;75.324;75.307;75.28699999999999;75.27;75.251;75.235;75.229;75.24;75.27199999999999;75.321;75.389;75.47;75.56;75.654
alb;females_aged_15plus_labour_force_participation_rate_percent;53.59;55.781000000000006;56.097;55.281000000000006;54.535;53.501999999999995;52.907;53.56100000000001;52.978;52.165;51.718;51.095;50.678999999999995;49.75899999999999;48.878;48.051;47.388999999999996;46.803000000000004;46.269;44.945;45.693000000000005;47.104;48.806000000000004;44.65;44.788999999999994;47.676;47.43899999999999;47.218;47.035;46.869;46.703;46.595;46.501000000000005;46.393;46.236000000000004;46.008;45.771;45.467;45.113;44.739;44.36600000000001
are;females_aged_15plus_labour_force_participation_rate_percent;29.18;29.421;29.815;30.214000000000002;30.755;31.258000000000003;31.557;31.961;32.489000000000004;33.101;33.718;34.068000000000005;34.619;35.355;36.232;37.173;38.562;40.109;41.776;42.558;42.916000000000004;42.668;42.531000000000006;42.345;42.077;41.793;41.251000000000005;40.907;40.611999999999995;40.349000000000004;40.091;39.593;39.134;38.735;38.407;38.14;37.714;37.367;37.103;36.915;36.781
arg;females_aged_15plus_labour_force_participation_rate_percent;44.313;45.03;45.843;46.358999999999995;46.907;46.848;47.41;48.188;48.701;48.708;48.91;48.905;48.36600000000001;49.205;50.06;49.42;49.938;49.018;48.119;48.823;46.379;48.102;48.188;47.79;47.157;47.453;47.43;47.332;47.223;47.111000000000004;47.001999999999995;46.906000000000006;46.816;46.73;46.641000000000005;46.543;46.45399999999999;46.361000000000004;46.263000000000005;46.161;46.052
arm;females_aged_15plus_labour_force_participation_rate_percent;48.961000000000006;49.007;49.003;48.95399999999999;48.867;48.746;48.614;48.482;48.345;48.193999999999996;48.025;47.891000000000005;47.739;47.598;47.515;47.516000000000005;47.568999999999996;47.702;47.70399999999999;48.332;49.62;52.12;51.986999999999995;52.646;51.958;51.176;51.211000000000006;51.435;51.608999999999995;51.731;51.802;51.803999999999995;51.758;51.681999999999995;51.602;51.53;51.467;51.419;51.386;51.375;51.395
aus;females_aged_15plus_labour_force_participation_rate_percent;52.32;52.021;51.97;51.751999999999995;52.674;53.663999999999994;53.852;53.67100000000001;53.743;53.748999999999995;54.623000000000005;55.195;55.402;56.053000000000004;55.803000000000004;57.05;57.611999999999995;58.2;58.665;58.82;58.707;58.953;58.824;58.70399999999999;58.645;59.058;59.24;59.21;59.178000000000004;59.138999999999996;59.09;59.037;58.98;58.92100000000001;58.861999999999995;58.806999999999995;58.784;58.769;58.762;58.76;58.76
aut;females_aged_15plus_labour_force_participation_rate_percent;43.433;43.787;44.99;45.568999999999996;47.956;48.808;48.341;48.298;48.813;48.98;48.943999999999996;48.778999999999996;50.153999999999996;50.185;49.358999999999995;50.667;51.242;52.11600000000001;52.676;53.373000000000005;53.507;53.84;54.336000000000006;54.597;54.56100000000001;54.536;54.946999999999996;54.951;54.915;54.843999999999994;54.735;54.586000000000006;54.411;54.208999999999996;53.986000000000004;53.748999999999995;53.528999999999996;53.305;53.083999999999996;52.879;52.698
aze;females_aged_15plus_labour_force_participation_rate_percent;52.128;52.263000000000005;53.178999999999995;54.301;55.395;56.148999999999994;56.278;56.228;56.027;55.941;56.989;57.888000000000005;58.718999999999994;59.5;60.266000000000005;61.051;61.84;62.678000000000004;62.287;61.864;61.376000000000005;60.765;61.104;61.323;61.923;62.516999999999996;62.963;62.908;62.791000000000004;62.625;62.413000000000004;62.152;61.848;61.498000000000005;61.102;60.663999999999994;60.193999999999996;59.687;59.181000000000004;58.728;58.361999999999995
bdi;females_aged_15plus_labour_force_participation_rate_percent;90.78399999999999;90.345;89.845;89.28299999999999;88.665;87.993;87.262;86.465;85.59200000000001;84.979;84.33200000000001;83.835;83.35;82.88600000000001;82.45200000000001;82.053;81.646;81.266;80.917;80.61;80.35;80.112;79.917;79.748;79.574;79.869;80.125;80.214;80.27;80.278;80.233;80.126;79.973;79.788;79.596;79.408;79.218;79.036;78.86399999999999;78.707;78.567
