geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
abw;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.17;;;;;;;;;;;;;;;;3.62;;;9.0;;;;;;;
afg;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.7012;;;;1.0868;;;;;
ago;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.6044;;;;;;;4.2533;;;;;;
aia;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.69;;;;;;;;;;;;;;;;
alb;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.5058;11.5161;11.6889;11.7406;12.2272;12.2315;15.2481;15.83;15.380720000000002;;
ant;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.05;;;;;;;;;11.14;12.27;13.25;14.68;;13.2;;;;14.82;16.52;13.06;12.18;9.87;8.66;;9.05;;;;;;
are;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.17;;;2.81;;;;;;;;1.18;1.9604
arg;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.12;;;;;;;;;;;;;9.8992;8.3511;7.2387;;5.9216;6.5486;5.3424;5.2488;5.5347;4.628;5.5259;;;6.3871
arm;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.28;;17.11;17.2781;16.1029;16.15;14.9667;16.1995;18.0046;16.8319;
asm;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.83;;;;;;;;;;;;;;;;;;;;;;;;;;;
atg;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.5;;;;;;;;;;;;;;;;
aus;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.8751;3.8409;3.7906;4.9229;7.1846;6.4256;5.9204;5.8421;5.9585;5.2579;4.5909;5.0876;7.3138;8.2774;8.6189;7.6335;6.6327;6.6127;6.5621;6.0992;5.4564;5.0431;5.3042;5.038;4.7135;4.1389;3.8621;3.6893;3.3852;3.3648;4.5357;4.0417;3.9368;4.0531;4.5561;4.8412;4.8707;4.5005;4.4097
aut;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.91;3.64;3.48;3.43;2.89;3.49;3.29;2.91;2.99;5.42;3.31;3.96;3.29;4.1158;5.1076;4.7575;5.0432;4.5272;4.2683;3.5799;4.4372;4.246;4.8338;4.8461;4.6009;4.2443;3.608;4.7246;4.3781;3.9803;4.334;4.8977;5.1899;5.1766;5.4244;5.1368
aze;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.32;;;;;;;;5.01;4.34;4.66;4.33;4.25;4.09;3.96;3.95;4.02;4.16;4.07
bdi;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.43;;;;;;;;;;;;;;;;;;;;;;;;1.35;;;5.0
bel;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.4921;9.6646;9.4718;9.8026;9.7925;9.103;7.4962;6.4656;6.2894;6.0949;7.066;8.4113;8.2595;8.5642;7.8832;8.3682;7.3759;5.8324;5.3942;6.2043;6.9539;6.5862;7.3905;7.244;6.5913;6.1008;6.7758;7.3121;6.3734;6.7424;7.3738;7.622999999999999;7.683;7.1106;6.2491
ben;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.16;;;;;;;;;;;;;;;;0.71;;;;;;;;0.85;2.1782;;;;;;
bfa;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.79;;;;;;;;5.9758;;;
bgd;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.51;;;0.41;;;;;;;1.17;;;;1.02;;;3.88;;;2.4673;;;;2.4636;;;3.3132;;;3.21;2.9818
bgr;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.6195;17.6112;16.4194;12.6792;11.0207;9.0397;8.026;6.0662;4.9078;5.9902;9.3631;10.4999;11.2502;11.7971;10.5216;8.4557;7.119;5.8537
bhr;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.65;;;;;;;;;;2.97;;;;;;;;;0.69;0.76;0.73;;;;;
bhs;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.19;;;;;;;;5.71;;;;;8.19;;8.25;;5.86;6.85;12.75;;12.05;;;;;;
bih;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.9;25.48;23.76;19.7
blr;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.39;
blz;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.83;;;7.47;5.52;
bmu;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;;;;;;2.48;5.88;;5.76;6.09;7.5;;;
bol;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.97;20.86;;20.27;19.22;;2.35;;;2.9;;;;;;;;;;4.4894;3.7485;3.4843;2.0369;2.5566;;1.5908;1.9643;2.1027;1.5481;2.6571;2.7289999999999996;2.9058
bra;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.67;;;;;4.7136;5.4072;6.0760000000000005;6.7992;7.5797;;7.1838;6.8752;7.4647;6.6497;6.8382;6.2945;6.3549;5.5029;6.5216;5.4933;5.218;5.4792;5.4041;5.1018;6.5332;8.9448;10.0477
brb;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.14;12.52;13.43;11.26;;;18.97;;;15.66;;11.9;;;;;;8.75;;;;;;8.69;9.43;;;10.29;10.82;10.14;8.42;
brn;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.2589999999999995;;;6.5538
btn;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;;;;1.76;2.11;2.49;1.41;2.19;2.2;1.6;;
bwa;aged_25_54_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.23;;;;;;10.2;;;;;17.44;;;;;;;;;;15.01;;;13.7479;15.36;;;;;;;
