geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
abw;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.92;;;5.36;;;6.72;;;6.5;6.5;;;;;;4.97;;;10.77;8.6;;;;;;
afg;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.6526;;;;1.3603;;;;;
ago;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.8;11.5;14.8;;;;;;;;;;;;;;;;;;21.3064;;;;;;;7.0024;;;;;;
aia;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;35.28;;;;;;;;;;21.63;;;;;;;;;;;;;;;;;6.46;6.35;;;;;;;;;;;;;;;
alb;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.4;7.8;24.8;20.9;17.3;11.6;11.4;13.8;15.8;16.4;14.9;14.2;13.6;12.9;12.4;12.1;11.8;15.6781;12.5207;12.1358;12.732000000000001;13.2651;14.8101;17.7558;;17.07;;
ant;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.2;10.89;17.05;;20.42;16.96;;;10.6;11.4;11.0;9.86;10.36;12.41;13.67;;11.98;;14.05;13.08;15.12;17.11;11.33;10.18;8.05;7.84;;8.39;;10.48;;;;
are;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.87;;;;;;;;;;1.05;;;;;;;;;;1.72;;;;;2.18;;;;;2.5;;;1.98;2.44218;;;;;;;1.07085;1.4115
arg;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.38;3.86;3.38;;;4.5;5.3;7.0;7.13;5.31;6.14;8.5;10.34;16.5;15.73;12.91;11.71;13.28;14.05;17.41;20.13;13.73;11.8342;9.9977;8.3622;;6.4747;7.757000000000001;6.5668;6.0587;5.8111;5.1088;6.1716;;;7.513
arm;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.3;3.5;4.9;3.8;4.7;5.5;5.6;7.6;;;;;;;;21.91;;17.76;17.0432;19.12;16.4844;14.368;15.6796;17.3636;17.7346;18.1565
asm;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.34;;;;;;;;;;4.88;;;;;;;;;;;;;;;;;
atg;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;15.54;14.76;14.43;16.98;;;;;;;;;;;;;;;;;;;;;;;;;8.04;;;;;;;;;;;;;;;;
aus;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.1632;5.0692;4.8095;6.3521;9.7163;8.687000000000001;7.9409;7.6707;7.7604;6.7673;5.7091;6.7364;9.8878;11.308;11.5097;9.9825;8.7422;8.7105;8.5836;7.9413;7.0371;6.456;6.9786;6.5314;5.8884;5.2812;4.8791;4.6676;4.0404;3.955;5.694;5.0746;4.8942;5.1389;5.7077;5.9983;6.0415;5.6509;5.5289
aut;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;2.0;1.6;0.9;0.7;0.6;0.8;1.5;1.6;1.4;1.7;1.7;1.6;2.2;3.8;4.7;4.7;4.9;5.1;3.61;3.25;2.84;3.02;5.12;3.46;4.07;3.208;3.9243;5.3394;5.0554;5.4673;4.6523;4.7597;3.9121;5.1111;5.1337;5.7856;5.4357;4.9412;4.4861;3.8885;5.487;4.9847;4.5463;4.9341;5.3705;5.8296;6.0872;6.4271;5.9098
aze;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;0.13;0.37;0.46;0.6;0.7;0.83;0.93;14.19;1.0;1.1;1.2;1.2;1.2;1.2;1.2;1.2;1.1;;;;;;;4.09;4.2;4.1
bdi;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.72;;;;;;;;;15.0;;;;;;;;;;;;;;;2.05;;;24.0
bel;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;1.9;2.3;2.2;2.2;3.7;4.3;3.08;5.0;3.86;5.5;7.54;9.5;8.0777;8.0254;7.3584;7.1413;7.2855;6.945;5.3003;4.5548;4.552;4.7921;6.16;7.6981;7.3103;7.4062;7.0891;7.5815;7.4724;5.306;5.6293;6.242999999999999;7.4405;6.6489;7.5967;7.3963;6.6617;6.4679;7.7447;8.1073;7.1061;7.6516;8.6404;9.0203;9.0935;8.0596;7.1138
ben;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.19;;;;;;2.21;;;;;;;;;;0.93;;;;;;;;0.93;2.4185;;;;;;
bfa;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9;;;;;;;;;;;;;2.31;;;;;;;;2.89;2.8;;;;;;;3.927;;;
bgd;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.76;1.58;0.76;;;0.97;;2.25;;;;;2.71;;;;3.24;;;4.17;;3.35;2.6641;;;4.2;2.9538;;;3.1491;;;3.09;3.315
bgr;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.9;12.6;14.0;16.5663;20.8641;18.7763;14.2029;12.4001;10.2974;8.6437;6.5158;5.4793;6.9848;10.8592;12.2629;13.5221;13.9015;12.3122;9.7772;8.0995;6.354
bhr;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;;;;;;;;;;5.19;;;;;;;;;;4.12;;;5.6;;;;;;0.44;;0.47;;;;;
bhs;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;5.16;;16.7;;15.78;;8.44;;;;;;;9.59;;8.2;10.86;7.68;12.23;13.75;12.45;12.59;9.99;8.6;8.29;5.75;6.03;;6.71;;9.99;;9.26;7.03;6.72;7.18;14.45;;13.71;14.07;16.11;;;;
bih;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.46;;;;;;;;;;;;;;;28.88;26.54;21.26;23.19;25.63;26.19;26.36;26.53;25.18;26.25;22.8;8.25
blr;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;0.2;0.9;1.6;2.2;3.0;1.9;1.6;1.6;1.7;1.9;2.3;1.2;1.2;1.0;0.8;0.7;0.7;7.5;;0.6;0.6;0.6;0.7;1.2;7.48;
blz;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.64;8.99;9.94;11.67;8.86;10.61;9.0;;5.79;7.47;;;7.34;6.21;5.85;;;;;10.5258;7.8552;6.2631;6.6;4.15;5.9249
bmu;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.13;;;;;;;;;5.96;7.01;;8.7;7.72;9.8;;;
bol;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.78;22.2;22.63;19.99;10.23;6.18;6.22;3.33;6.54;3.26;3.38;4.98;2.11;;3.38;3.58;4.6;4.2;;3.56;4.3457;3.8042;4.2114;1.9762;2.396;;1.8695;1.4798;1.9507;1.3634;2.5519;2.2835;2.7849
bra;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.93;2.12;2.15;2.75;;3.9;4.7;4.62;3.9;3.17;2.22;3.34;3.54;3.01;3.83;;5.41;5.16;;5.3689;5.8145;6.4513;7.3794;8.1499;;7.7717;7.5734;8.0436;6.9722;7.3329;6.5721;6.2082;5.3832;6.3579;5.2177;5.0494;5.7924;5.643;5.5787;7.1979;10.1897;11.3443
brb;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.16;8.34;11.17;7.1;7.51;5.44;6.93;7.21;12.93;14.19;12.99;13.17;12.64;9.15;6.07;13.3333;20.160999999999998;21.7909;18.39;16.1558;11.71;11.475999999999999;8.3304;7.6976;7.49;8.0134;8.6649;9.5573;8.7538;7.4309;7.7185;6.4451;6.8814;10.15;10.9;9.7959;10.9547;11.7284;11.81;12.35;9.26;
brn;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.021;2.444;2.588;1.9169999999999998;1.973;;;;;;;;3.7;;;;;;;;;;;;;;;;;;;;1.28;;;6.2702;;;8.7952
btn;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;1.2;;1.3;;;1.89;2.93;2.63;;;2.64;2.7;1.85;1.9;2.2;1.91;1.84;;
bwa;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.7;;;;;;11.68;;;19.8;;19.5;;18.62;;14.76;15.69;;21.4;;;15.65;;;13.0032;14.59;;;;;;;
can;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;6.5;7.0;6.8;5.8;5.6;6.2;6.4178;7.359;7.6368;6.7696;7.0104;7.1636;11.2475;12.3427;11.37;10.453;9.4701;8.5275;7.4292;7.372999999999999;8.1629;10.8227;12.0131;11.9491;10.8856;9.7976;9.8941;9.2518;8.5234;7.8275;6.9425;7.5282;8.1297;7.9359;7.4759;7.0147;6.5215;6.3802;6.5686;9.5385;8.7931;7.9625;7.716;7.5044;7.3848;7.4607;7.6803;6.7814
che;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;0.8;0.4;0.3;0.3;0.2;0.2;0.4;0.8;1.0;0.8;0.7;0.6;0.6;0.5;1.71;1.2209999999999999;2.263;3.071;3.467;2.8789999999999996;3.4121;4.3714;3.1706;2.8083;2.2981;1.7027;2.7812;3.8092;3.9439;3.8863;3.4029;2.9295;2.8208;3.7689999999999997;4.4843;4.075;4.2764;4.6001;4.6874;4.7036;4.8407;4.5696
chl;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.4;11.38;13.43;13.48;10.62;11.91;20.18;14.63;13.03;;8.34;;5.6;5.0;7.7157;;4.6053;;5.6997;6.2844;6.1339999999999995;5.8839999999999995;6.257999999999999;10.142999999999999;9.448;9.594;9.32;8.545;8.552999999999999;7.638;7.421;6.952000000000001;7.506;9.968;7.4498;6.3138;5.6484;5.5495;6.3428;6.0663;6.3706;6.6049
civ;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.1;;;;;;;;;;;;;;7.1305;3.5484;;;2.0771;
cmr;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.47;;;;;8.18;;;;4.2;;2.635;;;3.4;;;;3.063;;;
cod;males_aged_15plus_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.5075;;;;;;;5.3223;;;;;
