geo;indicator;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
abw;males_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.88;;;;;;;;;;;;;;;;23.51;;;29.88;;;;;;;
afg;males_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0948;;;;2.5515;;;;;
ago;males_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51.1291;;;;;;;16.8141;;;;;;
aia;males_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.33;;;;;;;;;;;;;;;;
alb;males_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.592;26.8782;26.1571;29.6153;24.7622;32.2785;33.6451;42.55;39.245490000000004;;
ant;males_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.36;38.89;42.45;;;;;;;;;26.23;23.31;32.31;31.47;;24.89;;;;34.79;39.0;31.47;22.92;23.28;21.93;;18.76;;;;;;
are;males_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.54;;;7.88;;;;;;;;5.09;6.0411
arg;males_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.52;;;;;;;;;;;;;25.6423;22.8862;19.6656;;16.5281;18.8378;16.6467;16.5373;14.499;14.9693;15.6442;;;19.8635
arm;males_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.18;;36.05;31.9433;34.9461;31.51;31.8323;30.6072;27.9877;29.5058;
asm;males_aged_15_24_unemployment_rate_percent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.84;;;;;;;;;;;;;;;;;;;;;;;;;;;
