geo;indicator;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
afg;females_aged_15_64_labour_force_participation_rate_percent;15.304;15.373;15.435;15.445;15.440999999999999;15.501;15.332;15.185;15.093;15.05;15.025;15.344000000000001;15.72;16.09;16.417;16.691;16.218;15.767999999999999;15.41;15.222999999999999;15.243;15.823;16.597;17.512999999999998;18.49;19.469;20.211;20.268;20.322;20.373;20.421;20.47;20.515;20.555999999999997;20.593000000000004;20.628;20.662;20.694000000000003;20.721999999999998;20.747;20.77
ago;females_aged_15_64_labour_force_participation_rate_percent;76.21300000000001;76.165;76.04899999999999;75.816;75.735;75.697;75.729;75.747;75.758;75.747;75.72800000000001;75.753;75.712;75.719;75.752;75.82;75.946;76.069;76.154;76.189;76.221;76.27600000000001;76.319;76.352;76.357;76.331;76.278;76.285;76.285;76.281;76.277;76.268;76.259;76.258;76.275;76.316;76.374;76.45100000000001;76.544;76.645;76.75
alb;females_aged_15_64_labour_force_participation_rate_percent;57.958999999999996;60.076;60.426;59.777;59.181000000000004;58.31100000000001;57.81100000000001;58.468;57.965;57.23;56.831;56.321999999999996;56.019;55.258;54.525;53.836000000000006;53.376000000000005;53.012;52.718;51.518;52.681999999999995;54.173;55.701;51.411;51.931000000000004;55.665;55.607;55.618;55.725;55.903;56.135;56.463;56.861000000000004;57.288999999999994;57.683;58.004;58.288000000000004;58.488;58.617;58.705;58.772
are;females_aged_15_64_labour_force_participation_rate_percent;29.971999999999998;30.186;30.554000000000002;30.921999999999997;31.441;31.923000000000002;32.22;32.633;33.172;33.798;34.431;34.743;35.262;35.976;36.836;37.757;39.126999999999995;40.659;42.318999999999996;43.07899999999999;43.424;43.193999999999996;43.085;42.93;42.692;42.43600000000001;41.92;41.606;41.345;41.121;40.908;40.459;40.055;39.721;39.47;39.298;38.974000000000004;38.743;38.61;38.564;38.582
arg;females_aged_15_64_labour_force_participation_rate_percent;50.778;51.61600000000001;52.542;53.125;53.74;53.692;54.346000000000004;55.244;55.854;55.913000000000004;56.18899999999999;56.235;55.695;56.674;57.668;56.698;57.346000000000004;56.505;55.67100000000001;56.391000000000005;53.707;55.735;56.055;55.68;54.857;55.28;55.345;55.34;55.327;55.315;55.31100000000001;55.315;55.326;55.341;55.355;55.364;55.368;55.368;55.363;55.357;55.349
arm;females_aged_15_64_labour_force_participation_rate_percent;52.198;52.479;52.755;53.008;53.208999999999996;53.335;53.345;53.292;53.202;53.114;53.051;53.032;53.038000000000004;53.063;53.093;53.122;53.148;53.173;53.152;53.388999999999996;54.847;57.818000000000005;57.793;58.66;57.975;57.18;57.336000000000006;57.736000000000004;58.104;58.46;58.813;59.163999999999994;59.501999999999995;59.831;60.157;60.483999999999995;60.818999999999996;61.156000000000006;61.49100000000001;61.82;62.143
aus;females_aged_15_64_labour_force_participation_rate_percent;61.897;61.655;61.773999999999994;61.656000000000006;62.821000000000005;64.061;64.334;64.116;64.208;64.241;65.33800000000001;66.015;66.243;67.093;66.789;68.225;68.883;69.44;69.967;70.12100000000001;69.954;70.422;70.324;70.39399999999999;70.51;71.236;71.609;71.78399999999999;71.954;72.126;72.30199999999999;72.473;72.642;72.815;72.997;73.194;73.395;73.611;73.835;74.057;74.26899999999999
aut;females_aged_15_64_labour_force_participation_rate_percent;55.233000000000004;56.011;57.721000000000004;58.493;61.173;62.282;61.757;61.678000000000004;62.216;62.408;62.336999999999996;62.09;63.88399999999999;63.983999999999995;63.102;64.791;65.571;66.682;67.583;68.608;68.921;69.529;70.309;70.832;70.889;70.952;71.682;71.77600000000001;71.827;71.87100000000001;71.932;71.993;72.067;72.161;72.282;72.434;72.60300000000001;72.803;73.04;73.32600000000001;73.664
aze;females_aged_15_64_labour_force_participation_rate_percent;56.593;56.803000000000004;57.756;58.873999999999995;59.91;60.608000000000004;60.787;60.797;60.669;60.633;61.997;63.268;64.457;65.548;66.531;67.417;68.24600000000001;69.038;68.358;67.656;66.919;66.148;66.438;66.661;67.4;67.907;68.476;68.616;68.737;68.852;68.967;69.081;69.182;69.27;69.344;69.406;69.456;69.482;69.509;69.57300000000001;69.70100000000001
bdi;females_aged_15_64_labour_force_participation_rate_percent;91.948;91.541;91.06299999999999;90.515;89.90299999999999;89.23100000000001;88.52600000000001;87.745;86.87899999999999;86.26799999999999;85.61399999999999;85.098;84.59299999999999;84.10700000000001;83.652;83.235;82.815;82.42200000000001;82.06299999999999;81.747;81.48100000000001;81.25;81.064;80.905;80.749;81.055;81.333;81.456;81.548;81.594;81.587;81.523;81.40899999999999;81.262;81.10300000000001;80.945;80.781;80.62;80.468;80.329;80.209
