geo;indicator;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
afg;aged_15plus_labour_force_participation_rate_percent;51.391999999999996;51.531000000000006;51.68;51.786;51.843;51.88399999999999;51.806999999999995;51.714;51.646;51.623000000000005;51.641999999999996;51.92100000000001;52.248999999999995;52.567;52.827;53.013000000000005;52.67100000000001;52.31100000000001;51.985;51.755;51.653999999999996;51.949;52.361000000000004;52.856;53.383;53.907;54.233999999999995;54.238;54.242;54.246;54.251999999999995;54.265;54.278999999999996;54.295;54.318999999999996;54.352;54.391999999999996;54.441;54.49100000000001;54.533;54.562
ago;aged_15plus_labour_force_participation_rate_percent;78.26100000000001;78.279;78.22;78.152;78.007;77.854;77.847;77.825;77.785;77.732;77.668;77.699;77.721;77.69800000000001;77.66199999999999;77.61399999999999;77.67;77.691;77.715;77.758;77.78399999999999;77.86399999999999;77.899;77.89;77.846;77.762;77.676;77.62899999999999;77.57300000000001;77.514;77.455;77.39699999999999;77.34;77.292;77.262;77.255;77.266;77.297;77.342;77.39699999999999;77.459
alb;aged_15plus_labour_force_participation_rate_percent;64.222;65.423;65.45100000000001;64.811;64.142;63.24100000000001;62.968;63.617;63.397;62.951;62.701;62.125;61.663000000000004;60.38399999999999;59.119;57.903;56.863;55.922;55.056000000000004;54.534;54.271;55.715;57.443999999999996;53.652;54.358000000000004;56.451;56.278;56.07;55.885;55.702;55.501999999999995;55.325;55.143;54.933;54.665;54.321999999999996;53.945;53.494;52.99;52.474;51.976000000000006
are;aged_15plus_labour_force_participation_rate_percent;73.134;73.275;73.645;74.206;74.695;75.14699999999999;74.707;74.561;74.78399999999999;75.281;75.874;75.405;75.464;76.02199999999999;77.053;78.391;78.571;79.307;80.293;81.207;82.23899999999999;82.022;81.74600000000001;81.492;81.337;81.279;80.376;79.654;79.146;78.818;78.592;77.616;76.777;76.117;75.646;75.316;74.416;73.642;73.036;72.617;72.346
arg;aged_15plus_labour_force_participation_rate_percent;59.375;59.733000000000004;60.128;60.321000000000005;60.566;60.451;60.74;61.201;61.516000000000005;61.532;61.672;61.651;61.293;61.82899999999999;62.367;62.05;62.336000000000006;61.593999999999994;60.858000000000004;61.236000000000004;59.718;60.838;60.692;60.403;59.861000000000004;60.0;59.964;59.848;59.724;59.601000000000006;59.483000000000004;59.361999999999995;59.251000000000005;59.146;59.04;58.928000000000004;58.809;58.69;58.568999999999996;58.448;58.326
arm;aged_15plus_labour_force_participation_rate_percent;59.167;59.129;58.993;58.771;58.485;58.152;57.803999999999995;57.461999999999996;57.123999999999995;56.783;56.438;56.24100000000001;56.05;55.897;55.832;55.88;56.022;56.26;56.353;57.106;59.573;60.61600000000001;60.375;60.771;60.504;59.803999999999995;59.901;60.138999999999996;60.318000000000005;60.43;60.471000000000004;60.419;60.303999999999995;60.15;59.997;59.869;59.755;59.67;59.618;59.608000000000004;59.646
aus;aged_15plus_labour_force_participation_rate_percent;63.917;63.269;62.968;62.571999999999996;63.076;63.672;63.66;63.301;63.202;62.988;63.36;63.54600000000001;63.605;63.788000000000004;63.633;64.539;64.888;65.336;65.616;65.529;65.533;65.553;65.249;65.008;64.766;65.04899999999999;64.893;64.806;64.718;64.623;64.514;64.393;64.265;64.134;64.005;63.882;63.787;63.702;63.626999999999995;63.56;63.501000000000005
aut;aged_15plus_labour_force_participation_rate_percent;55.946999999999996;56.17;56.886;57.136;58.536;59.052;58.532;58.195;58.482;58.626999999999995;58.516000000000005;57.953;58.836000000000006;58.753;56.81100000000001;58.105;58.496;59.381;59.653999999999996;59.976000000000006;59.958;60.022;60.29600000000001;60.434;60.16;60.1;60.428000000000004;60.333;60.202;60.035;59.83;59.576;59.292;58.983000000000004;58.655;58.312;57.971000000000004;57.628;57.29;56.973;56.683
aze;aged_15plus_labour_force_participation_rate_percent;60.754;60.869;61.723;62.575;63.26;63.658;63.681999999999995;63.585;63.381;63.233999999999995;63.313;63.323;63.321000000000005;63.323;63.357;63.445;63.562;63.743;63.848;63.945;64.008;63.95399999999999;64.274;64.547;65.05199999999999;65.515;66.248;66.107;65.91;65.667;65.38;65.033;64.65;64.22800000000001;63.75899999999999;63.246;62.684;62.082;61.482;60.946000000000005;60.50899999999999
bdi;aged_15plus_labour_force_participation_rate_percent;90.626;90.15799999999999;89.611;88.98899999999999;88.3;87.55;86.803;85.99;85.101;84.404;83.671;83.09200000000001;82.542;82.027;81.556;81.128;80.71;80.318;79.95100000000001;79.618;79.324;78.99600000000001;78.706;78.437;78.164;78.512;78.811;78.874;78.906;78.88600000000001;78.807;78.661;78.465;78.235;77.997;77.766;77.536;77.314;77.108;76.92399999999999;76.766
bel;aged_15plus_labour_force_participation_rate_percent;48.27;49.125;49.388999999999996;49.498999999999995;50.12;50.402;50.323;50.412;50.687;51.845;52.2;50.721000000000004;50.942;51.053999999999995;51.761;53.17100000000001;53.004;53.574;53.6;53.383;53.968;53.071999999999996;53.138000000000005;53.493;53.549;53.445;53.233000000000004;53.153999999999996;53.068000000000005;52.965;52.835;52.628;52.398;52.153999999999996;51.912;51.683;51.458;51.254;51.07;50.903;50.748999999999995
ben;aged_15plus_labour_force_participation_rate_percent;72.425;72.468;72.484;72.571;72.63;72.66;72.63600000000001;72.579;72.48899999999999;72.368;72.21600000000001;72.032;71.82;71.88;71.888;71.851;71.755;71.617;71.446;71.252;71.044;70.86399999999999;70.852;70.827;70.80199999999999;70.78699999999999;70.789;70.884;70.984;71.084;71.184;71.279;71.375;71.471;71.571;71.67399999999999;71.777;71.884;71.997;72.118;72.248
bfa;aged_15plus_labour_force_participation_rate_percent;83.09100000000001;83.139;82.615;82.065;81.501;80.90899999999999;80.292;79.668;79.024;78.366;77.705;77.02199999999999;76.33;75.619;74.89699999999999;74.15100000000001;73.39;72.696;71.964;71.192;70.37899999999999;69.524;68.625;67.68;66.686;66.669;66.65;66.487;66.32;66.14699999999999;65.968;65.78699999999999;65.604;65.42;65.24;65.068;64.906;64.752;64.60300000000001;64.458;64.313
bgd;aged_15plus_labour_force_participation_rate_percent;56.48;56.448;56.45399999999999;56.501000000000005;56.595;56.739;56.831;56.979;57.157;57.33;57.475;57.537;57.586000000000006;57.615;57.622;57.613;57.483000000000004;57.355;57.228;57.105;56.986999999999995;56.88399999999999;56.79;56.702;56.617;56.53;56.435;56.498999999999995;56.563;56.625;56.685;56.733000000000004;56.783;56.828;56.861000000000004;56.876999999999995;56.872;56.854;56.824;56.784;56.736000000000004
bgr;aged_15plus_labour_force_participation_rate_percent;57.971000000000004;57.857;57.772;56.833;55.878;54.908;53.964;53.016999999999996;52.042;51.001999999999995;49.88;51.647;51.166000000000004;50.277;51.075;50.379;52.326;53.794;55.13;54.33;53.408;52.533;53.071999999999996;53.861000000000004;54.151;54.18;53.45399999999999;53.442;53.413000000000004;53.361999999999995;53.291000000000004;53.123999999999995;52.93899999999999;52.748999999999995;52.583;52.456;52.305;52.203;52.14;52.095;52.053000000000004
