geo;indicator;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028;2029;2030
afg;aged_25_54_labour_force_participation_rate_percent;56.6;56.782;56.985;57.151;57.269;57.372;57.29;57.163999999999994;57.052;56.997;57.006;57.298;57.677;58.068000000000005;58.405;58.661;58.431999999999995;58.141999999999996;57.854;57.645;57.558;57.856;58.283;58.793;59.325;59.839;60.168;60.155;60.131;60.102;60.078;60.062;60.04600000000001;60.03;60.015;60.001000000000005;59.986999999999995;59.976000000000006;59.965;59.953;59.941
ago;aged_25_54_labour_force_participation_rate_percent;91.132;91.126;91.163;91.25299999999999;91.29899999999999;91.344;91.335;91.346;91.369;91.404;91.44;91.432;91.459;91.464;91.459;91.43799999999999;91.37100000000001;91.305;91.26799999999999;91.274;91.28299999999999;91.271;91.271;91.275;91.294;91.32799999999999;91.369;91.37100000000001;91.375;91.37899999999999;91.383;91.38799999999999;91.39200000000001;91.397;91.399;91.4;91.397;91.39200000000001;91.387;91.38;91.37200000000001
alb;aged_25_54_labour_force_participation_rate_percent;77.92;78.347;78.34899999999999;78.05199999999999;77.785;77.48;77.51100000000001;77.852;77.953;78.015;78.115;78.051;77.992;78.117;78.229;78.33;78.373;78.417;78.465;77.514;78.365;78.314;78.236;75.77;77.02;80.059;80.138;80.17;80.195;80.208;80.206;80.187;80.152;80.109;80.072;80.05;80.038;80.042;80.061;80.08800000000001;80.118
are;aged_25_54_labour_force_participation_rate_percent;83.615;83.704;83.84;83.964;84.13600000000001;84.289;84.41;84.57600000000001;84.8;85.07799999999999;85.402;85.45200000000001;85.598;85.88;86.331;86.90799999999999;87.56;88.20100000000001;88.689;88.82700000000001;88.88600000000001;88.625;88.352;88.04899999999999;87.738;87.456;87.04899999999999;86.671;86.345;86.075;85.85;85.475;85.141;84.868;84.66;84.507;84.226;83.979;83.786;83.65899999999999;83.59
arg;aged_25_54_labour_force_participation_rate_percent;77.795;78.207;78.679;79.07;79.44;79.592;79.911;80.252;80.494;80.595;80.74600000000001;80.873;80.811;81.163;81.512;81.132;81.1;80.795;80.477;81.03;79.428;81.07600000000001;81.145;80.957;80.327;80.55;80.729;80.71;80.692;80.67399999999999;80.658;80.64;80.626;80.615;80.602;80.587;80.565;80.54;80.514;80.491;80.471
arm;aged_25_54_labour_force_participation_rate_percent;74.132;74.23;74.359;74.516;74.689;74.863;75.032;75.191;75.324;75.41199999999999;75.446;75.447;75.41;75.344;75.259;75.157;75.042;74.908;74.765;74.635;76.567;77.563;77.236;76.42;75.959;73.953;73.954;74.2;74.476;74.782;75.117;75.477;75.86399999999999;76.265;76.66199999999999;77.041;77.398;77.736;78.05;78.34;78.608
aus;aged_25_54_labour_force_participation_rate_percent;80.186;80.212;79.988;79.793;79.759;80.433;80.352;80.24;80.109;79.94;80.367;80.654;80.884;81.17;80.86;81.993;82.264;82.775;83.15700000000001;82.95299999999999;82.85799999999999;83.125;82.844;82.961;82.854;83.417;83.49;83.611;83.73299999999999;83.854;83.975;84.09700000000001;84.219;84.34299999999999;84.46700000000001;84.59200000000001;84.71600000000001;84.84;84.96;85.079;85.196
aut;aged_25_54_labour_force_participation_rate_percent;79.131;79.622;80.671;81.607;82.512;83.402;83.455;83.816;84.649;85.12700000000001;85.32700000000001;85.34;86.689;87.055;84.618;85.772;86.177;86.568;86.53200000000001;86.991;87.147;87.601;88.148;88.324;88.00299999999999;88.02;88.368;88.45;88.535;88.62899999999999;88.73200000000001;88.844;88.964;89.087;89.209;89.32600000000001;89.439;89.54799999999999;89.65299999999999;89.75399999999999;89.853
aze;aged_25_54_labour_force_participation_rate_percent;80.135;80.25;80.64399999999999;81.119;81.551;81.827;81.902;81.889;81.804;81.72399999999999;82.62;83.45299999999999;84.21600000000001;84.90700000000001;85.521;86.052;86.494;86.84100000000001;86.696;86.405;85.96;85.35700000000001;85.89299999999999;86.478;86.025;86.16;86.661;86.609;86.575;86.573;86.615;86.70100000000001;86.839;87.025;87.25;87.506;87.78399999999999;88.09;88.412;88.736;89.046
bdi;aged_25_54_labour_force_participation_rate_percent;97.26299999999999;97.198;97.12899999999999;97.054;96.975;96.889;96.79700000000001;96.696;96.581;96.56;96.52600000000001;96.47399999999999;96.416;96.35600000000001;96.29700000000001;96.243;96.193;96.146;96.1;96.055;96.009;95.95700000000001;95.906;95.85600000000001;95.807;95.829;95.84299999999999;95.83;95.82;95.81200000000001;95.807;95.804;95.802;95.8;95.795;95.787;95.777;95.764;95.74700000000001;95.728;95.70700000000001
bel;aged_25_54_labour_force_participation_rate_percent;76.597;77.991;78.278;79.067;79.735;80.257;80.671;80.934;81.142;82.382;82.65100000000001;80.87899999999999;81.612;81.753;82.744;84.57700000000001;84.523;85.35799999999999;85.73299999999999;85.611;86.36399999999999;84.78299999999999;85.01799999999999;85.354;85.67200000000001;85.09899999999999;85.176;85.316;85.459;85.605;85.75;85.89399999999999;86.037;86.181;86.323;86.462;86.59700000000001;86.73;86.86;86.98700000000001;87.11200000000001
ben;aged_25_54_labour_force_participation_rate_percent;78.195;78.243;78.317;78.857;79.373;79.861;80.315;80.73899999999999;81.131;81.491;81.816;82.104;82.352;83.60799999999999;84.777;85.86;86.85799999999999;87.78;88.631;89.416;90.13799999999999;89.132;89.205;89.287;89.37700000000001;89.479;89.55799999999999;89.771;89.985;90.199;90.415;90.632;90.85;91.07;91.291;91.514;91.73700000000001;91.962;92.18700000000001;92.413;92.637
bfa;aged_25_54_labour_force_participation_rate_percent;90.678;90.65;90.132;89.59299999999999;89.03;88.445;87.84;87.212;86.561;85.88600000000001;85.186;84.46600000000001;83.723;82.95700000000001;82.171;81.365;80.543;80.513;80.442;80.325;80.157;79.937;79.656;79.307;78.885;78.992;79.093;78.965;78.836;78.704;78.571;78.436;78.3;78.16199999999999;78.02199999999999;77.878;77.733;77.585;77.437;77.28699999999999;77.137
bgd;aged_25_54_labour_force_participation_rate_percent;62.99100000000001;63.083;63.218999999999994;63.403999999999996;63.638000000000005;63.917;64.193;64.513;64.854;65.185;65.483;65.682;65.85300000000001;65.992;66.09899999999999;66.184;66.166;66.26899999999999;66.352;66.426;66.5;66.622;66.745;66.867;66.986;67.098;67.21300000000001;67.243;67.275;67.31;67.347;67.396;67.44800000000001;67.502;67.55199999999999;67.59899999999999;67.648;67.693;67.736;67.78399999999999;67.837
bgr;aged_25_54_labour_force_participation_rate_percent;91.775;91.76100000000001;91.742;90.916;89.96700000000001;88.885;87.67200000000001;86.31;84.805;83.169;81.407;82.541;81.525;79.65100000000001;80.785;79.941;81.943;84.056;85.052;83.81299999999999;82.904;81.95;82.348;83.052;83.273;83.17299999999999;82.006;82.191;82.391;82.59700000000001;82.804;83.01100000000001;83.223;83.436;83.64200000000001;83.836;84.01100000000001;84.17;84.31299999999999;84.44200000000001;84.555
bhr;aged_25_54_labour_force_participation_rate_percent;76.291;76.335;76.557;76.767;76.953;77.117;77.118;77.15100000000001;77.268;77.49600000000001;77.82600000000001;78.153;78.581;79.107;79.70100000000001;80.32;80.829;81.35600000000001;81.835;82.212;82.47399999999999;81.964;82.094;82.036;81.881;81.678;82.051;82.464;82.912;83.311;83.62100000000001;83.727;83.805;83.863;83.906;83.932;83.874;83.79299999999999;83.704;83.62700000000001;83.569
bhs;aged_25_54_labour_force_participation_rate_percent;85.54;86.58200000000001;87.55799999999999;88.46700000000001;89.31;89.505;89.637;89.819;90.09700000000001;90.38600000000001;90.54799999999999;90.814;91.045;91.196;91.40299999999999;91.669;91.79700000000001;91.92;92.025;92.14399999999999;92.37299999999999;92.42399999999999;92.54899999999999;92.62899999999999;92.675;92.671;92.685;92.79;92.895;93.00200000000001;93.109;93.21700000000001;93.324;93.434;93.54799999999999;93.667;93.791;93.921;94.052;94.176;94.291
bih;aged_25_54_labour_force_participation_rate_percent;72.494;72.512;72.499;72.458;72.382;72.265;72.178;72.053;71.903;71.757;71.62899999999999;71.538;71.473;71.42699999999999;71.405;71.328;71.332;71.36;71.404;71.362;71.36399999999999;71.35600000000001;71.322;71.329;71.33;71.139;71.357;71.431;71.515;71.59100000000001;71.648;71.684;71.699;71.697;71.691;71.685;71.679;71.671;71.658;71.634;71.595
blr;aged_25_54_labour_force_participation_rate_percent;87.801;87.874;87.954;88.06700000000001;88.17299999999999;88.249;88.273;88.258;88.229;88.196;88.601;88.993;89.37200000000001;89.73700000000001;90.086;90.417;90.736;91.042;91.34;91.63600000000001;91.932;92.227;92.521;92.811;93.09700000000001;93.374;93.645;93.814;93.98100000000001;94.14200000000001;94.295;94.44200000000001;94.58;94.712;94.84;94.96700000000001;95.09299999999999;95.21700000000001;95.34;95.46;95.57600000000001
blz;aged_25_54_labour_force_participation_rate_percent;67.842;68.23899999999999;68.62;68.783;68.741;69.396;69.983;70.598;71.226;71.862;72.498;73.119;73.734;74.33800000000001;74.932;75.51100000000001;76.01;76.48100000000001;76.92699999999999;77.35;77.757;79.564;81.097;81.03;80.898;80.689;80.279;80.492;80.705;80.92;81.138;81.35300000000001;81.572;81.794;82.01799999999999;82.245;82.475;82.70700000000001;82.941;83.176;83.411
bol;aged_25_54_labour_force_participation_rate_percent;80.857;81.155;81.36;81.657;81.97;82.285;82.554;82.848;83.204;83.52600000000001;83.803;84.177;84.53399999999999;84.881;85.219;85.546;85.85799999999999;84.279;85.25;85.654;85.34100000000001;84.93299999999999;83.973;83.598;83.902;80.822;81.102;81.17;81.23899999999999;81.308;81.377;81.444;81.51100000000001;81.58;81.65100000000001;81.726;81.80199999999999;81.882;81.96600000000001;82.052;82.141
bra;aged_25_54_labour_force_participation_rate_percent;70.402;70.992;71.585;72.17399999999999;72.75399999999999;73.32;73.872;74.41199999999999;74.941;75.464;75.982;76.495;77.433;77.744;78.568;78.875;79.184;78.99600000000001;79.48899999999999;79.972;79.17;78.344;78.203;78.622;78.839;79.35300000000001;79.23899999999999;79.345;79.452;79.558;79.661;79.762;79.861;79.957;80.04899999999999;80.138;80.22399999999999;80.307;80.389;80.471;80.555
brb;aged_25_54_labour_force_participation_rate_percent;89.18799999999999;87.77600000000001;88.484;89.3;89.99700000000001;90.87700000000001;89.62200000000001;90.209;90.227;90.23899999999999;90.25;90.28;90.31;90.338;90.83;90.82;90.787;90.73299999999999;90.66;90.57;89.93299999999999;90.014;90.02600000000001;90.081;89.04;89.572;89.509;89.51899999999999;89.527;89.536;89.54799999999999;89.559;89.571;89.585;89.598;89.611;89.62299999999999;89.634;89.645;89.656;89.669
brn;aged_25_54_labour_force_participation_rate_percent;78.75;78.971;79.428;79.82600000000001;80.163;80.44800000000001;80.64;80.825;81.01899999999999;81.243;81.503;81.738;82.044;82.405;82.80799999999999;83.23700000000001;83.57;83.92;84.28299999999999;84.65700000000001;85.039;85.38;85.712;86.03299999999999;86.344;86.24;86.08200000000001;86.17299999999999;86.264;86.359;86.46;86.566;86.676;86.791;86.90899999999999;87.03;87.156;87.286;87.42;87.556;87.69200000000001
btn;aged_25_54_labour_force_participation_rate_percent;80.137;79.935;79.793;79.672;79.513;79.307;79.697;80.13;80.625;81.234;81.975;83.17299999999999;84.36;85.428;86.295;86.944;87.353;87.63;87.794;87.88600000000001;87.046;85.978;85.045;85.204;82.613;86.161;85.992;86.029;86.06700000000001;86.10600000000001;86.146;86.18700000000001;86.23299999999999;86.28399999999999;86.34100000000001;86.404;86.47;86.541;86.613;86.679;86.738
bwa;aged_25_54_labour_force_participation_rate_percent;74.90899999999999;75.283;75.631;75.979;76.359;76.771;77.044;77.367;77.744;76.57600000000001;75.164;75.744;76.30199999999999;76.842;77.37;77.888;78.38600000000001;78.863;79.317;79.751;75.043;80.173;84.154;87.251;87.329;87.436;87.49;87.617;87.736;87.84899999999999;87.956;88.057;88.154;88.245;88.331;88.412;88.49;88.564;88.63799999999999;88.714;88.794
caf;aged_25_54_labour_force_participation_rate_percent;85.01299999999999;85.01;85.044;85.104;85.185;85.28;85.288;85.31;85.34899999999999;85.40899999999999;85.48899999999999;85.449;85.439;85.45700000000001;85.479;85.51299999999999;85.446;85.396;85.366;85.36;85.37799999999999;85.23100000000001;85.09899999999999;84.988;84.90299999999999;84.844;84.948;84.912;84.876;84.837;84.79299999999999;84.742;84.68799999999999;84.635;84.58200000000001;84.53200000000001;84.48200000000001;84.435;84.391;84.351;84.316
can;aged_25_54_labour_force_participation_rate_percent;84.337;84.21600000000001;83.432;83.59299999999999;83.35600000000001;83.34700000000001;83.431;83.941;84.36200000000001;84.655;84.79799999999999;85.11;85.936;86.40299999999999;86.56299999999999;86.31700000000001;86.194;86.632;86.73299999999999;86.493;86.49799999999999;86.43;86.679;86.713;86.21799999999999;86.454;86.536;86.625;86.715;86.804;86.891;86.977;87.06299999999999;87.15;87.23700000000001;87.324;87.411;87.499;87.587;87.67200000000001;87.756
chanisl;aged_25_54_labour_force_participation_rate_percent;79.914;79.79;79.892;80.181;80.749;80.627;80.363;80.405;80.81;81.389;81.567;81.84899999999999;82.351;82.564;82.376;82.542;82.79899999999999;82.914;82.96700000000001;83.163;83.479;82.88799999999999;83.087;83.255;83.60700000000001;83.917;84.182;84.244;84.307;84.37299999999999;84.445;84.51799999999999;84.59700000000001;84.68;84.766;84.854;84.941;85.031;85.12;85.208;85.29299999999999
che;aged_25_54_labour_force_participation_rate_percent;86.132;85.92200000000001;86.588;86.008;85.84899999999999;86.506;86.87;86.994;87.87;87.491;87.322;87.804;88.32799999999999;88.061;88.242;88.48899999999999;88.37200000000001;88.914;89.788;90.01100000000001;88.353;89.04899999999999;89.44200000000001;89.223;89.98;90.23100000000001;90.601;90.65100000000001;90.70100000000001;90.75200000000001;90.806;90.861;90.916;90.97200000000001;91.02799999999999;91.084;91.139;91.194;91.25;91.304;91.35700000000001
chl;aged_25_54_labour_force_participation_rate_percent;68.438;68.441;69.454;70.169;70.227;69.437;70.107;70.711;71.446;71.914;71.14;71.33800000000001;71.171;71.767;73.541;73.03699999999999;73.86399999999999;75.01100000000001;76.348;76.587;78.238;79.531;79.405;79.744;79.89;80.118;80.274;80.417;80.566;80.721;80.87899999999999;81.036;81.195;81.355;81.512;81.667;81.816;81.963;82.10600000000001;82.24600000000001;82.383
chn;aged_25_54_labour_force_participation_rate_percent;92.367;92.27600000000001;92.17399999999999;92.056;91.915;91.751;91.56700000000001;91.368;91.154;90.927;90.689;90.40700000000001;90.10700000000001;89.8;89.506;89.236;88.98899999999999;88.77;88.561;88.334;88.071;88.03299999999999;87.98200000000001;87.92399999999999;87.865;87.80799999999999;87.75;87.553;87.36200000000001;87.184;87.027;86.89200000000001;86.777;86.681;86.601;86.535;86.485;86.45200000000001;86.42299999999999;86.37899999999999;86.306
civ;aged_25_54_labour_force_participation_rate_percent;75.881;75.903;75.959;76.03699999999999;76.117;76.148;76.057;76.0;75.937;75.857;75.76100000000001;75.649;75.52199999999999;75.385;75.245;75.105;74.957;74.808;74.655;74.494;74.32;74.13;73.92699999999999;73.71300000000001;73.485;73.242;72.97800000000001;73.016;73.057;73.101;73.146;73.192;73.241;73.296;73.36;73.435;73.517;73.607;73.705;73.806;73.91
cmr;aged_25_54_labour_force_participation_rate_percent;88.98100000000001;88.931;88.906;88.906;88.93700000000001;88.99700000000001;89.02600000000001;89.085;89.167;89.26;89.35600000000001;89.411;89.47;89.529;89.589;89.648;89.663;89.69;89.723;89.76;89.79700000000001;89.80799999999999;89.829;89.86;89.906;89.96700000000001;90.029;90.09299999999999;90.15899999999999;90.225;90.29;90.355;90.42;90.48200000000001;90.539;90.59;90.637;90.678;90.71600000000001;90.75200000000001;90.787
cod;aged_25_54_labour_force_participation_rate_percent;88.544;88.605;88.685;88.786;88.823;88.84700000000001;88.837;88.87200000000001;88.896;88.943;89.005;89.009;88.99600000000001;88.976;88.95299999999999;88.93700000000001;88.89200000000001;88.855;88.82600000000001;88.819;88.792;88.743;88.70299999999999;88.665;88.635;88.625;88.63;88.601;88.572;88.545;88.51799999999999;88.492;88.46600000000001;88.441;88.414;88.384;88.351;88.316;88.28;88.243;88.20700000000001
cog;aged_25_54_labour_force_participation_rate_percent;85.369;85.417;85.47399999999999;85.56700000000001;85.699;85.74799999999999;85.76799999999999;85.82700000000001;85.846;85.92;85.912;85.89399999999999;85.87799999999999;85.9;85.90100000000001;85.868;85.865;85.934;85.94200000000001;85.941;85.94;85.925;85.92;85.931;85.92200000000001;85.95299999999999;86.041;86.041;86.03399999999999;86.01700000000001;85.988;85.949;85.9;85.844;85.78399999999999;85.725;85.664;85.604;85.544;85.485;85.42399999999999
